quota_definition_sid,order_number,geographical_areas,description,headings,commodities,quota_unit,monetary_unit,validity,suspension_periods,blocking_periods,status,last_allocation_date,initial_volume,balance,fill_rate
21291,58816,['South Korea'],,"['7210 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, clad, plated or coated', '7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, clad, plated or coated', '7225 – Flat-rolled products of other alloy steel, of a width of 600\xa0mm or more', '7226 – Flat-rolled products of other alloy steel, of a width of less than 600\xa0mm']","['7210200000', '7210410000', '7210410020', '7210490000', '7210490020', '7210610000', '7210610020', '7210690020', '7210690080', '7210908000', '7212200000', '7212300000', '7212300020', '7212502000', '7212503000', '7212504000', '7212506100', '7212506120', '7212506900', '7212506920', '7212509000', '7225910000', '7225920000', '7225920020', '7225990000', '7225990011', '7225990022', '7225990045', '7225990091', '7225990092', '7226991000', '7226993000', '7226993010', '7226993030', '7226997000', '7226997011', '7226997013', '7226997091', '7226997093', '7226997094']",Kilogram (kg),,"[2023-07-01,2023-10-01)",[],[],Critical,16/09/2021,26038000,16057197,0.383316806
21292,58816,['South Korea'],,"['7210 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, clad, plated or coated', '7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, clad, plated or coated', '7225 – Flat-rolled products of other alloy steel, of a width of 600\xa0mm or more', '7226 – Flat-rolled products of other alloy steel, of a width of less than 600\xa0mm']","['7210200000', '7210410000', '7210410020', '7210490000', '7210490020', '7210610000', '7210610020', '7210690020', '7210690080', '7210908000', '7212200000', '7212300000', '7212300020', '7212502000', '7212503000', '7212504000', '7212506100', '7212506120', '7212506900', '7212506920', '7212509000', '7225910000', '7225920000', '7225920020', '7225990000', '7225990011', '7225990022', '7225990045', '7225990091', '7225990092', '7226991000', '7226993000', '7226993010', '7226993030', '7226997000', '7226997011', '7226997013', '7226997091', '7226997093', '7226997094']",Kilogram (kg),,"[2023-10-01,2024-01-01)",[],[],Critical,16/09/2021,26038000,16057197,0.383316806
21293,58816,['South Korea'],,"['7210 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, clad, plated or coated', '7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, clad, plated or coated', '7225 – Flat-rolled products of other alloy steel, of a width of 600\xa0mm or more', '7226 – Flat-rolled products of other alloy steel, of a width of less than 600\xa0mm']","['7210200000', '7210410000', '7210410020', '7210490000', '7210490020', '7210610000', '7210610020', '7210690020', '7210690080', '7210908000', '7212200000', '7212300000', '7212300020', '7212502000', '7212503000', '7212504000', '7212506100', '7212506120', '7212506900', '7212506920', '7212509000', '7225910000', '7225920000', '7225920020', '7225990000', '7225990011', '7225990022', '7225990045', '7225990091', '7225990092', '7226991000', '7226993000', '7226993010', '7226993030', '7226997000', '7226997011', '7226997013', '7226997091', '7226997093', '7226997094']",Kilogram (kg),,"[2024-01-01,2024-04-01)",[],[],Critical,16/09/2021,25755000,16057197,0.376540594
21294,58816,['South Korea'],,"['7210 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, clad, plated or coated', '7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, clad, plated or coated', '7225 – Flat-rolled products of other alloy steel, of a width of 600\xa0mm or more', '7226 – Flat-rolled products of other alloy steel, of a width of less than 600\xa0mm']","['7210200000', '7210410000', '7210410020', '7210490000', '7210490020', '7210610000', '7210610020', '7210690020', '7210690080', '7210908000', '7212200000', '7212300000', '7212300020', '7212502000', '7212503000', '7212504000', '7212506100', '7212506120', '7212506900', '7212506920', '7212509000', '7225910000', '7225920000', '7225920020', '7225990000', '7225990011', '7225990022', '7225990045', '7225990091', '7225990092', '7226991000', '7226993000', '7226993010', '7226993030', '7226997000', '7226997011', '7226997013', '7226997091', '7226997093', '7226997094']",Kilogram (kg),,"[2024-04-01,2024-07-01)",[],[],Critical,16/09/2021,25755000,16057197,0.376540594
20169,58821,['China'],,"['7210 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, clad, plated or coated', '7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, clad, plated or coated', '7225 – Flat-rolled products of other alloy steel, of a width of 600\xa0mm or more', '7226 – Flat-rolled products of other alloy steel, of a width of less than 600\xa0mm']","['7210200000', '7210300000', '7210410030', '7210410080', '7210490030', '7210490080', '7210610030', '7210610080', '7210690030', '7210690080', '7210908000', '7212200000', '7212300030', '7212300080', '7212502000', '7212503000', '7212504000', '7212506130', '7212506180', '7212506930', '7212506980', '7212509000', '7225910000', '7225920030', '7225920080', '7225990023', '7225990025', '7225990041', '7225990093', '7225990095', '7226991000', '7226993090', '7226997019', '7226997096']",Kilogram (kg),,"[2021-01-01,2021-04-01)",[],[],Closed,19/03/2021,30355000,30345897,0.000299885
20170,58821,['China'],,"['7210 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, clad, plated or coated', '7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, clad, plated or coated', '7225 – Flat-rolled products of other alloy steel, of a width of 600\xa0mm or more', '7226 – Flat-rolled products of other alloy steel, of a width of less than 600\xa0mm']","['7210200000', '7210300000', '7210410030', '7210410080', '7210490030', '7210490080', '7210610030', '7210610080', '7210690030', '7210690080', '7210908000', '7212200000', '7212300030', '7212300080', '7212502000', '7212503000', '7212504000', '7212506130', '7212506180', '7212506930', '7212506980', '7212509000', '7225910000', '7225920030', '7225920080', '7225990023', '7225990025', '7225990041', '7225990093', '7225990095', '7226991000', '7226993090', '7226997019', '7226997096']",Kilogram (kg),,"[2021-04-01,2021-07-01)",[],[],Closed,28/06/2021,30693000,59644050.2,-0.943246024
20171,58822,['South Korea'],,"['7210 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, clad, plated or coated', '7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, clad, plated or coated', '7225 – Flat-rolled products of other alloy steel, of a width of 600\xa0mm or more', '7226 – Flat-rolled products of other alloy steel, of a width of less than 600\xa0mm']","['7210200000', '7210300000', '7210410030', '7210410080', '7210490030', '7210490080', '7210610030', '7210610080', '7210690030', '7210690080', '7210908000', '7212200000', '7212300030', '7212300080', '7212502000', '7212503000', '7212504000', '7212506130', '7212506180', '7212506930', '7212506980', '7212509000', '7225910000', '7225920030', '7225920080', '7225990023', '7225990025', '7225990041', '7225990093', '7225990095', '7226991000', '7226993090', '7226997019', '7226997096']",Kilogram (kg),,"[2021-01-01,2021-04-01)",[],[],Closed,23/03/2021,13761000,9876934,0.282251726
20172,58822,['South Korea'],,"['7210 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, clad, plated or coated', '7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, clad, plated or coated', '7225 – Flat-rolled products of other alloy steel, of a width of 600\xa0mm or more', '7226 – Flat-rolled products of other alloy steel, of a width of less than 600\xa0mm']","['7210200000', '7210300000', '7210410030', '7210410080', '7210490030', '7210490080', '7210610030', '7210610080', '7210690030', '7210690080', '7210908000', '7212200000', '7212300030', '7212300080', '7212502000', '7212503000', '7212504000', '7212506130', '7212506180', '7212506930', '7212506980', '7212509000', '7225910000', '7225920030', '7225920080', '7225990023', '7225990025', '7225990041', '7225990093', '7225990095', '7226991000', '7226993090', '7226997019', '7226997096']",Kilogram (kg),,"[2021-04-01,2021-07-01)",[],[],Closed,14/06/2021,13914000,13432384,0.03461377
20180,58827,['South Korea'],,"['7210 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, clad, plated or coated', '7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, clad, plated or coated']","['7210708000', '7212408000']",Kilogram (kg),,"[2021-01-01,2021-04-01)",[],[],Closed,08/03/2021,3798000,305823,0.919477883
20181,58827,['South Korea'],,"['7210 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, clad, plated or coated', '7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, clad, plated or coated']","['7210708000', '7212408000']",Kilogram (kg),,"[2021-04-01,2021-07-01)",[],[],Exhausted,03/06/2021,3841000,0,1
21331,58827,['South Korea'],,"['7210 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, clad, plated or coated', '7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, clad, plated or coated']","['7210708000', '7212408000']",Kilogram (kg),,"[2021-07-01,2021-10-01)",[],[],Critical,15/09/2021,10884000,535616,0.950788681
21332,58827,['South Korea'],,"['7210 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, clad, plated or coated', '7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, clad, plated or coated']","['7210708000', '7212408000']",Kilogram (kg),,"[2021-10-01,2022-01-01)",[],[],Critical,15/09/2021,10884000,535616,0.950788681
21333,58827,['South Korea'],,"['7210 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, clad, plated or coated', '7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, clad, plated or coated']","['7210708000', '7212408000']",Kilogram (kg),,"[2022-01-01,2022-04-01)",[],[],Critical,15/09/2021,10647000,535616,0.949693247
21334,58827,['South Korea'],,"['7210 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, clad, plated or coated', '7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, clad, plated or coated']","['7210708000', '7212408000']",Kilogram (kg),,"[2022-04-01,2022-07-01)",[],[],Critical,15/09/2021,10765000,535616,0.950244682
21335,58827,['South Korea'],,"['7210 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, clad, plated or coated', '7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, clad, plated or coated']","['7210708000', '7212408000']",Kilogram (kg),,"[2022-07-01,2022-10-01)",[],[],Critical,15/09/2021,11210000,535616,0.952219804
21336,58827,['South Korea'],,"['7210 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, clad, plated or coated', '7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, clad, plated or coated']","['7210708000', '7212408000']",Kilogram (kg),,"[2022-10-01,2023-01-01)",[],[],Critical,15/09/2021,11210000,535616,0.952219804
21337,58827,['South Korea'],,"['7210 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, clad, plated or coated', '7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, clad, plated or coated']","['7210708000', '7212408000']",Kilogram (kg),,"[2023-01-01,2023-04-01)",[],[],Critical,15/09/2021,10966000,535616,0.951156666
21338,58827,['South Korea'],,"['7210 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, clad, plated or coated', '7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, clad, plated or coated']","['7210708000', '7212408000']",Kilogram (kg),,"[2023-04-01,2023-07-01)",[],[],Critical,15/09/2021,11088000,535616,0.951694084
21339,58827,['South Korea'],,"['7210 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, clad, plated or coated', '7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, clad, plated or coated']","['7210708000', '7212408000']",Kilogram (kg),,"[2023-07-01,2023-10-01)",[],[],Critical,15/09/2021,11515000,535616,0.953485367
21340,58827,['South Korea'],,"['7210 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, clad, plated or coated', '7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, clad, plated or coated']","['7210708000', '7212408000']",Kilogram (kg),,"[2023-10-01,2024-01-01)",[],[],Critical,15/09/2021,11515000,535616,0.953485367
21341,58827,['South Korea'],,"['7210 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, clad, plated or coated', '7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, clad, plated or coated']","['7210708000', '7212408000']",Kilogram (kg),,"[2024-01-01,2024-04-01)",[],[],Critical,15/09/2021,11390000,535616,0.95297489
21342,58827,['South Korea'],,"['7210 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, clad, plated or coated', '7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, clad, plated or coated']","['7210708000', '7212408000']",Kilogram (kg),,"[2024-04-01,2024-07-01)",[],[],Critical,15/09/2021,11390000,535616,0.95297489
20186,58831,['China'],,"['7209 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, cold-rolled (cold-reduced), not clad, plated or coated', '7210 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, clad, plated or coated', '7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, clad, plated or coated']","['7209189900', '7210110000', '7210122000', '7210128000', '7210500000', '7210701000', '7210904000', '7212101000', '7212109000', '7212402000']",Kilogram (kg),,"[2021-01-01,2021-04-01)",[],[],Exhausted,24/02/2021,3842000,0,1
20187,58831,['China'],,"['7209 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, cold-rolled (cold-reduced), not clad, plated or coated', '7210 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, clad, plated or coated', '7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, clad, plated or coated']","['7209189900', '7210110000', '7210122000', '7210128000', '7210500000', '7210701000', '7210904000', '7212101000', '7212109000', '7212402000']",Kilogram (kg),,"[2021-04-01,2021-07-01)",[],[],Exhausted,08/06/2021,3885000,0,1
20193,58836,['Ukraine'],,"['7208 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, hot-rolled, not clad, plated or coated', '7210 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, clad, plated or coated', '7225 – Flat-rolled products of other alloy steel, of a width of 600\xa0mm or more']","['7208512000', '7208519100', '7208519800', '7208529100', '7208902000', '7208908000', '7210903000', '7225401200', '7225404000', '7225406000']",Kilogram (kg),,"[2021-01-01,2021-04-01)",[],[],Closed,25/03/2021,7810000,60166,0.992296287
20194,58836,['Ukraine'],,"['7208 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, hot-rolled, not clad, plated or coated', '7210 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, clad, plated or coated', '7225 – Flat-rolled products of other alloy steel, of a width of 600\xa0mm or more']","['7208512000', '7208519100', '7208519800', '7208529100', '7208902000', '7208908000', '7210903000', '7225401200', '7225404000', '7225406000']",Kilogram (kg),,"[2021-04-01,2021-07-01)",[],[],Exhausted,21/05/2021,7896000,0,1
20200,58862,['Turkey'],,"['7214 – Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling', '7215 – Other bars and rods of iron or non-alloy steel', '7216 – Angles, shapes and sections of iron or non-alloy steel', '7228 – Other bars and rods of other alloy steel; angles, shapes and sections, of other alloy steel; hollow drill bars and rods, of alloy or non-alloy steel']","['7214300000', '7214911000', '7214919000', '7214993100', '7214993900', '7214995000', '7214997100', '7214997900', '7214999500', '7215900000', '7216100000', '7216210000', '7216220000', '7216401000', '7216409000', '7216501000', '7216509100', '7216509900', '7216990000', '7228102000', '7228201000', '7228209100', '7228302000', '7228304100', '7228304900', '7228306100', '7228306900', '7228307000', '7228308900', '7228602000', '7228608000', '7228701000', '7228709000', '7228800000']",Kilogram (kg),,"[2021-01-01,2021-04-01)",[],[],Closed,26/03/2021,11278000,2696905.791,0.760870208
20201,58862,['Turkey'],,"['7214 – Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling', '7215 – Other bars and rods of iron or non-alloy steel', '7216 – Angles, shapes and sections of iron or non-alloy steel', '7228 – Other bars and rods of other alloy steel; angles, shapes and sections, of other alloy steel; hollow drill bars and rods, of alloy or non-alloy steel']","['7214300000', '7214911000', '7214919000', '7214993100', '7214993900', '7214995000', '7214997100', '7214997900', '7214999500', '7215900000', '7216100000', '7216210000', '7216220000', '7216401000', '7216409000', '7216501000', '7216509100', '7216509900', '7216990000', '7228102000', '7228201000', '7228209100', '7228302000', '7228304100', '7228304900', '7228306100', '7228306900', '7228307000', '7228308900', '7228602000', '7228608000', '7228701000', '7228709000', '7228800000']",Kilogram (kg),,"[2021-04-01,2021-07-01)",[],[],Closed,29/06/2021,11403000,1559205.871,0.863263538
20207,58866,['Turkey'],,"['7214 – Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling']","['7214200000', '7214991000']",Kilogram (kg),,"[2021-01-01,2021-04-01)",[],[],Exhausted,,16297000,0,1
20208,58866,['Turkey'],,"['7214 – Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling']","['7214200000', '7214991000']",Kilogram (kg),,"[2021-04-01,2021-07-01)",[],[],Closed,11/06/2021,16478000,32694840,-0.984150989
21391,58866,['Turkey'],,"['7214 – Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling']","['7214200000', '7214991000']",Kilogram (kg),,"[2021-07-01,2021-10-01)",[],[],Critical,17/09/2021,29015000,7551440,0.739740134
21392,58866,['Turkey'],,"['7214 – Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling']","['7214200000', '7214991000']",Kilogram (kg),,"[2021-10-01,2022-01-01)",[],[],Critical,17/09/2021,29015000,7551440,0.739740134
21393,58866,['Turkey'],,"['7214 – Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling']","['7214200000', '7214991000']",Kilogram (kg),,"[2022-01-01,2022-04-01)",[],[],Critical,17/09/2021,28384000,7551440,0.73395434
21394,58866,['Turkey'],,"['7214 – Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling']","['7214200000', '7214991000']",Kilogram (kg),,"[2022-04-01,2022-07-01)",[],[],Critical,17/09/2021,28699000,7551440,0.736874456
21395,58866,['Turkey'],,"['7214 – Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling']","['7214200000', '7214991000']",Kilogram (kg),,"[2022-07-01,2022-10-01)",[],[],Critical,17/09/2021,29885000,7551440,0.747316714
21396,58866,['Turkey'],,"['7214 – Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling']","['7214200000', '7214991000']",Kilogram (kg),,"[2022-10-01,2023-01-01)",[],[],Critical,17/09/2021,29885000,7551440,0.747316714
21397,58866,['Turkey'],,"['7214 – Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling']","['7214200000', '7214991000']",Kilogram (kg),,"[2023-01-01,2023-04-01)",[],[],Critical,17/09/2021,29236000,7551440,0.741707484
21398,58866,['Turkey'],,"['7214 – Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling']","['7214200000', '7214991000']",Kilogram (kg),,"[2023-04-01,2023-07-01)",[],[],Critical,17/09/2021,29560000,7551440,0.744538566
21399,58866,['Turkey'],,"['7214 – Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling']","['7214200000', '7214991000']",Kilogram (kg),,"[2023-07-01,2023-10-01)",[],[],Critical,17/09/2021,30698000,7551440,0.75400873
21400,58866,['Turkey'],,"['7214 – Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling']","['7214200000', '7214991000']",Kilogram (kg),,"[2023-10-01,2024-01-01)",[],[],Critical,17/09/2021,30698000,7551440,0.75400873
21401,58866,['Turkey'],,"['7214 – Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling']","['7214200000', '7214991000']",Kilogram (kg),,"[2024-01-01,2024-04-01)",[],[],Critical,17/09/2021,30364000,7551440,0.751302859
21402,58866,['Turkey'],,"['7214 – Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling']","['7214200000', '7214991000']",Kilogram (kg),,"[2024-04-01,2024-07-01)",[],[],Critical,17/09/2021,30364000,7551440,0.751302859
20209,58868,['Ukraine'],,"['7214 – Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling']","['7214200000', '7214991000']",Kilogram (kg),,"[2021-01-01,2021-04-01)",[],[],Exhausted,,11274000,0,1
20210,58868,['Ukraine'],,"['7214 – Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling']","['7214200000', '7214991000']",Kilogram (kg),,"[2021-04-01,2021-07-01)",[],[],Closed,21/05/2021,11399000,15109064,-0.325472761
21403,58868,['Ukraine'],,"['7214 – Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling']","['7214200000', '7214991000']",Kilogram (kg),,"[2021-07-01,2021-10-01)",[],[],Open,16/09/2021,12398000,12342180,0.004502339
21404,58868,['Ukraine'],,"['7214 – Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling']","['7214200000', '7214991000']",Kilogram (kg),,"[2021-10-01,2022-01-01)",[],[],Open,16/09/2021,12398000,12342180,0.004502339
21405,58868,['Ukraine'],,"['7214 – Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling']","['7214200000', '7214991000']",Kilogram (kg),,"[2022-01-01,2022-04-01)",[],[],Open,16/09/2021,12129000,12342180,-0.017576057
21406,58868,['Ukraine'],,"['7214 – Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling']","['7214200000', '7214991000']",Kilogram (kg),,"[2022-04-01,2022-07-01)",[],[],Open,16/09/2021,12263000,12342180,-0.006456821
21407,58868,['Ukraine'],,"['7214 – Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling']","['7214200000', '7214991000']",Kilogram (kg),,"[2022-07-01,2022-10-01)",[],[],Open,16/09/2021,12770000,12342180,0.033501958
21408,58868,['Ukraine'],,"['7214 – Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling']","['7214200000', '7214991000']",Kilogram (kg),,"[2022-10-01,2023-01-01)",[],[],Open,16/09/2021,12770000,12342180,0.033501958
21409,58868,['Ukraine'],,"['7214 – Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling']","['7214200000', '7214991000']",Kilogram (kg),,"[2023-01-01,2023-04-01)",[],[],Open,16/09/2021,12493000,12342180,0.012072361
21410,58868,['Ukraine'],,"['7214 – Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling']","['7214200000', '7214991000']",Kilogram (kg),,"[2023-04-01,2023-07-01)",[],[],Open,16/09/2021,12631000,12342180,0.022865965
21411,58868,['Ukraine'],,"['7214 – Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling']","['7214200000', '7214991000']",Kilogram (kg),,"[2023-07-01,2023-10-01)",[],[],Open,16/09/2021,13117000,12342180,0.059069909
21412,58868,['Ukraine'],,"['7214 – Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling']","['7214200000', '7214991000']",Kilogram (kg),,"[2023-10-01,2024-01-01)",[],[],Open,16/09/2021,13117000,12342180,0.059069909
21413,58868,['Ukraine'],,"['7214 – Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling']","['7214200000', '7214991000']",Kilogram (kg),,"[2024-01-01,2024-04-01)",[],[],Open,16/09/2021,12975000,12342180,0.048772254
21414,58868,['Ukraine'],,"['7214 – Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling']","['7214200000', '7214991000']",Kilogram (kg),,"[2024-04-01,2024-07-01)",[],[],Open,16/09/2021,12975000,12342180,0.048772254
20223,58877,['Taiwan'],,"['7221 – Bars and rods, hot-rolled, in irregularly wound coils, of stainless steel']","['7221001000', '7221009000']",Kilogram (kg),,"[2021-01-01,2021-04-01)",[],[],Closed,03/02/2021,59000,3256,0.944813559
20224,58877,['Taiwan'],,"['7221 – Bars and rods, hot-rolled, in irregularly wound coils, of stainless steel']","['7221001000', '7221009000']",Kilogram (kg),,"[2021-04-01,2021-07-01)",[],[],Closed,28/06/2021,60000,8535,0.85775
20227,58878,['South Korea'],,"['7221 – Bars and rods, hot-rolled, in irregularly wound coils, of stainless steel']","['7221001000', '7221009000']",Kilogram (kg),,"[2021-01-01,2021-04-01)",[],[],Exhausted,,26000,0,1
20228,58878,['South Korea'],,"['7221 – Bars and rods, hot-rolled, in irregularly wound coils, of stainless steel']","['7221001000', '7221009000']",Kilogram (kg),,"[2021-04-01,2021-07-01)",[],[],Closed,14/06/2021,27000,36350,-0.346296296
20246,58911,['Turkey'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306304100', '7306304900', '7306307200', '7306307700']",Kilogram (kg),,"[2021-01-01,2021-04-01)",[],[],Closed,25/03/2021,13527000,1184497.4,0.912434583
20247,58911,['Turkey'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306304100', '7306304900', '7306307200', '7306307700']",Kilogram (kg),,"[2021-04-01,2021-07-01)",[],[],Closed,28/06/2021,13678000,3212028.46,0.765168266
21475,58911,['Turkey'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306304100', '7306304900', '7306307200', '7306307700']",Kilogram (kg),,"[2021-07-01,2021-10-01)",[],[],Critical,07/09/2021,14368000,370320.22,0.974226043
21476,58911,['Turkey'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306304100', '7306304900', '7306307200', '7306307700']",Kilogram (kg),,"[2021-10-01,2022-01-01)",[],[],Critical,07/09/2021,14368000,370320.22,0.974226043
21477,58911,['Turkey'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306304100', '7306304900', '7306307200', '7306307700']",Kilogram (kg),,"[2022-01-01,2022-04-01)",[],[],Critical,07/09/2021,14056000,370320.22,0.97365394
21478,58911,['Turkey'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306304100', '7306304900', '7306307200', '7306307700']",Kilogram (kg),,"[2022-04-01,2022-07-01)",[],[],Critical,07/09/2021,14212000,370320.22,0.973943131
